trk_id,str_to_translate,context,fr_FR," es_ES"," it_IT"," de_DE",LOCK
343147,"There's an enduring legend in the Suspira quarries: the existence of another type of Kelon.",AX_Common_KelonBurst,"Il existe une légende tenace au sein des carrières de Suspira : celle de l’existence d’un autre type de Kelon.","En las canteras de Suspira se cuenta una leyenda: que existe otro tipo de kelón.","Si narra un'antica leggenda nelle cave di Suspira: l'esistenza di un altro tipo di Kelon.","In den Steinbrüchen von Suspira hält sich eine Legende: die Existenz einer anderen Art von Kelon.",1
317514,"This game action is impossible right now",Altered,,,,,0
336634,"This little battery is Axiom's trump card. The Kelon produces phenomenal energy, for which engineers find new applications every day.",AX_Common_KelonCylinder,,,,,0
343065,"This message will self-destruct in five seconds.",YZ_Common_SpyCraft,"Ce message s'autodétruira dans cinq secondes.","Este mensaje se autodestruirá en cinco segundos.","Questo messaggio si autodistruggerà tra cinque secondi.","Diese Nachricht wird sich in fünf Sekunden selbst zerstören.",1
339756,"Three Little Pigs",AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs,"Trois Petits Cochons","Los tres cerditos","Tre Porcellini","Drei kleine Schweinchen",1
343063,"Time to kiss Kansas goodbye.",YZ_Common_Offyougo;LY_Rare_Offyougo,"Il est temps de dire au revoir au Kansas.","Es hora de decirle adiós a Kansas.","È ora di salutare il Kansas.","Zeit, sich von Kansas zu verabschieden.",1
339758,"Together they can build more than just a stone house.",AX_Common_ThreeLittlePigs;AX_Rare_ThreeLittlePigs,"Ensemble, ils peuvent construire bien plus qu'une simple maison de pierre.","Juntos pueden construir mucho más que una casa de ladrillo.","Insieme sono in grado di costruire molto più di una semplice casa di pietra.","Gemeinsam können sie mehr bauen als nur ein Haus aus Stein.",1
317794,"Toggle help/safe mode.",Altered,,,,,0
336561,"Token - Companion",BR_Common_Booda,,,,,0
336492,"Token - Soldier",OD_Common_OrdisRecruit,"Jeton - Soldat","Ficha - Soldado","Pedina - Soldato","Marke - Soldat",1
340301,"Tooth Fairy",YZ_Rare_ToothFairy,"Fée des Dents","Hada de los dientes","Fatina dei Denti",Zahnfee,1
324027,"Total hand cost exceeds the limit of the effect",Target,,,,,0
336696,"Tough 1",Cards,"Coriace 1","Resistencia 1","Tenace 1","Schwer 1",1
336698,"Tough 2",Cards,"Coriace 2","Resistencia 2","Tenace 2","Schwer 2",1
336700,"Tough X",Cards,"Coriace X","Resistencia X","Tenace X","Schwer X",1
317518,"Turn confirmation",Gameoptions;gamepreferences,,,,,0
317550,"Undo here",Notifications,,,,,0
317781,"Undo last step",Altered,,,,,0
317520,"Undoable actions confirmation",Gameoptions;gamepreferences,,,,,0
339740,"Up to two target Characters each gain #2 boosts$[BB]#.",MU_Rare_Nurture,"Jusqu'à deux Personnages ciblés gagnent chacun #2 boosts$[BB]#.","Hasta 2 personajes objetivo ganan #2 potenciadores$[BB]# cada uno.","Fino a due personaggi bersaglio ottengono #2 rinforzi$[BB]# ciascuno.","Bis zu zwei Charaktere deiner Wahl erhalten je #2 Verstärkungen$[BB]#.",1
336507,"Up to two target Characters each gain 1 boost$[BB].",MU_Common_Nurture,"Jusqu'à deux Personnages ciblés gagnent chacun 1 boost$[BB].","Hasta 2 personajes objetivo ganan 1 potenciador$[BB] cada uno.","Fino a due personaggi bersaglio ottengono 1 rinforzo$[BB] ciascuno.","Bis zu zwei Charaktere deiner Wahl erhalten je 1 Verstärkung$[BB].",1
320419,"Wait next turn",AfterYou,,,,,0
323672,"Waiting for other players to select cards to discard as mana","Status bar (game state)",,,,,0
317521,"Waiting for others to choose their deck","Status bar (game state)",,,,,0
336460,"Waiting for others to choose their faction","Status bar (game state)",,,,,0
343113,"Wanna play a game?",LY_Common_Asmodeus;LY_Rare_Asmodeus,"""Ça te dit, un petit jeu ?""","¿Te apetece jugar a algo?","Vuoi fare un gioco?","Willst du ein Spiel spielen?",1
336628,"We sometimes look for companionship in the strangest life forms.",AX_Common_Frankenstein,,,,,0
343117,"We're all stories, in the end.",LY_Common_LyraSkald,"Au bout du compte, nous sommes tous façonnés d'histoires.","Al final, todos somos historias.","Siamo tutti storie, alla fine.","Letzten Endes sind wir alle nur Geschichten.",1
343129,"We've all lived through some things. But she's been through worse.",BR_Common_HavenWarrior;BR_Rare_HavenWarrior,"""Tu penses avoir traversé ton lot d'épreuves ? J'ai connu bien pire.""","Todos hemos vivido momentos oscuros, pero ella ha sobrevivido a cosas mucho peores.","Tutti abbiamo superato qualche avversità. Ma lei ha affrontato di peggio.","Wir haben alle schon einiges durchgemacht. Aber sie hat Schlimmeres durchgemacht.",1
343143,"What could possibly go wrong with an adorable little self-replicating autonomous robot?",AX_Common_BrassbugHive;AX_Rare_BrassbugHive,"Un petit robot autonome, mignon, autoréplicateur... Qu'est-ce qui pourrait mal se passer ?","No es más que un adorable robot autónomo capaz de autorreplicarse. ¿Qué podría salir mal?","Cosa mai potrebbe andare storto con un piccolo e adorabile robot autonomo autoreplicante?","Was könnte bei einem so niedlichen kleinen, selbst reproduzierenden, autonomen Roboter schon schiefgehen?",1
336659,"What's better than invoking fate to spice up a game? Are you ready to embrace the whims of destiny?",Altered,,,,,0
343056,"Whatever ordeals we may face, good manners and politeness are always in fashion!",YZ_Common_AkeshaTaru,"Les bonnes manières et la politesse ne sont jamais hors de propos, quelle que soit la situation.","Por grandes que sean las tribulaciones, nunca debemos olvidar las buenas costumbres y la educación.","Qualunque sia la prova che dobbiamo affrontare, le buone maniere e l'educazione sono sempre di moda!","Was auch immer uns bevorstehen mag: Gute Manieren und Höflichkeit kommen nie aus der Mode!",1
336546,"When I go to Reserve from the Expedition zone — You may return another card from your Reserve to your hand.",LY_Common_OuroborosInkcaster,,,,,0
336592,"When I leave the Expedition zone, if I'm [BOOSTED] — Put me in my owner's Mana zone (as an exhausted Mana Orb).  {R} I gain 1 boost.",BR_Common_TinyJinn,,,,,0
343088,"When I leave the Expedition zone — Create #two# [ORDIS_RECRUIT] Soldier tokens in each of your Expeditions.",OD_Rare_JeannedArc,"Lorsque je quitte la zone d'Expédition — Créez #deux jetons# Soldat [ORDIS_RECRUIT] dans chacune de vos Expéditions.","Cuando abandone la zona de expedición, crea #2# fichas de soldado [ORDIS_RECRUIT] en cada una de tus expediciones.","Quando lascio l'area delle spedizioni — Crea #due# pedine Soldato [ORDIS_RECRUIT] in ciascuna delle tue spedizioni.","Wenn ich die Expeditionszone verlasse, erschaffe #zwei# [ORDIS_RECRUIT]-Soldatenmarken in jeder deiner Expeditionen.",1
343073,"When I leave the Expedition zone — Create an [ORDIS_RECRUIT] Soldier token in each of your Expeditions.",OD_Common_JeannedArc,"Lorsque je quitte la zone d'Expédition — Créez un jeton Soldat [ORDIS_RECRUIT] dans chacune de vos Expéditions.","Cuando abandone la zona de expedición, crea 1 ficha de soldado [ORDIS_RECRUIT] en cada una de tus expediciones.","Quando lascio l'area delle spedizioni — Crea una pedina Soldato [ORDIS_RECRUIT] in ciascuna delle tue spedizioni.","Wenn ich die Expeditionszone verlasse, erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in jeder deiner Expeditionen.",1
343085,"When a Character joins your Expeditions — It gains 1 boost$[BB].",OD_Common_TheMonolithOrdisBastion,"Lorsqu'un Personnage rejoint vos Expéditions — Il gagne 1 boost$[BB].","Cuando un personaje se incorpore a una de tus expediciones, este gana 1 potenciador$[BB].","Quando un personaggio si unisce alle tue spedizioni — Ottiene 1 rinforzo$[BB].","Wenn ein Charakter sich einer deiner Expeditionen anschließt, erhält er 1 Verstärkung$[BB].",1
336560,"When a Character you control gains 1 or more boosts — You may exhaust me ({T}) to have target Character gain 1 boost$[BB].",BR_Common_BasiraKaizaimon,,,,,0
343064,"When such a terrifying being appears in your path, taking a step back is only natural.",YZ_Common_Sakarabru;YZ_Rare_Sakarabru,"Face à une entité aussi imposante, il est naturel de prendre un peu de recul sur la situation.","Cuando un ser tan terrorífico aparece en tu camino, dar una paso atrás es la reacción natural.","Quando un essere tanto terrificante appare sul tuo cammino, fare un passo indietro è più che naturale.","Wenn ein solch furchterregendes Wesen in deinem Weg steht, ist es nur natürlich, einen Schritt zurückzutreten.",1
343100,"When the sun shines, we'll shine together.",MU_Common_Nurture;MU_Rare_Nurture,"Après la pluie, le beau temps !","Cuando el sol brille, brillaremos juntos.","Quando il sole brilla, noi brilliamo con lui.","Wenn die Sonne strahlt, werden wir gemeinsam strahlen.",1
343028,"When you #roll one or more dice# — I gain 1 boost$[BB].",LY_Rare_KadigiranMageDancer,"Lorsque vous #lancez au moins un dé# — Je gagne 1 boost$[BB].","Cuando #tires 1 dado o más#, gano 1 potenciador$[BB].","Quando #lanci uno o più dadi# — Ottengo 1 rinforzo$[BB].","Wenn du #einen oder mehrere Würfel wirfst#, erhalte ich 1 Verstärkung$[BB].",1
343148,"When you play a Permanent with Hand Cost {3} or more — You may exhaust me ({T}) to create a [BRASSBUG] Robot token in target Expedition.",AX_Common_SierraOddball,"Lorsque vous jouez un Permanent avec un Coût de Main {3} ou plus — Vous pouvez m'épuiser ({T}) pour créer un jeton Robot [BRASSBUG] dans l'Expédition ciblée.","Cuando juegues un permanente con coste desde la mano de {3} o más, puedes agotarme ({T}) para crear una ficha de robot [BRASSBUG] en una expedición objetivo.","Quando giochi un permanente con costo dalla mano pari o superiore a {3} — Puoi consumarmi ({T}) per creare una pedina Robot [BRASSBUG] nella spedizione bersaglio.","Wenn du eine bleibende Karte mit Handkosten {3} oder mehr spielst, darfst du mich erschöpfen ({T}), um eine [BRASSBUG]-Robotermarke in einer Expedition deiner Wahl zu erschaffen.",1
317787,"Where do you want to play that card?",Altered,,,,,0
327511,Winner,Statistics;stats,,,,,0
343137,"Within the Spindle's trunk is the Bark Refuge, the sanctuary where the Muna converse with sentient plants.",BR_Rare_TheSpindleMunaBastion,"Le Fuseau abrite en son tronc le Refuge de l'Écorce, le sanctuaire où les Muna conversent avec les plantes sentientes.","Dentro del tronco del Balaustre se encuentra el Refugio de la corteza, un santuario en el que los de Muna charlan con plantas inteligentes.","All'interno del tronco del Fuso si trova il Riparo della Corteccia, il santuario in cui i Muna dialogano con le piante senzienti.","Im Stamm der Spindel befindet sich das Rinden-Refugium – das Heiligtum, in dem die Muna mit empfindungsfähigen Pflanzen kommunizieren.",1
317692,Yes,Statistics;stats,,,,,0
343069,"Yet beware of splinters of flax.",YZ_Rare_BeautySleep;MU_Common_BeautySleep,"Prenez tout de même garde aux échardes de lin.","Pero ojo con las astillas de lino.","Fai attenzione alle lische di lino.","Doch hüte dich vor dem Stich der Spindel.",1
341265,"Yong-Su, Verdant Weaver",MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver,"Yong-Su, Tisserand Verdoyant","Yong-Su, tejedor de plantas","Yong-Su, Tessitore Rigoglioso","Yong-Su, Grünweber",1
317801,You,Game,,,,,0
343092,"You can feel it in the trees, deep beneath their roots – the very heartbeat of nature.",MU_Common_Cernunnos,"On peut l'entendre battre dans les arbres, au plus profond de leurs racines : c'est le cœur de la nature.","Se puede sentir en los árboles, bajo sus mismas raíces... el latido de la naturaleza.","Puoi sentirlo negli alberi, nelle profondità delle loro radici: il battito del cuore della natura.","Man kann ihn in den Bäumen spüren, tief unter ihren Wurzeln – den Herzschlag der Natur.",1
343087,"You can't choose when and where a quick fix will be needed.",OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic,"On ne choisit jamais où et quand un petit correctif est nécessaire.","Uno nunca sabe cuándo va a necesitar hacer un apaño.","Non si sa mai quando e dove sarà necessaria una riparazione rapida.","Man kann sich nicht aussuchen, wann und wo eine schnelle Lösung vonnöten sein wird.",1
317549,"You can't take an irreversible action if there is a mandatory undoable action pending (eg unpayable Venom fee)",Engine,,,,,0
328059,"You cannot pay the additional cost (Tough effect)",Target,,,,,0
317564,"You discard ${card_names}",Notifications,,,,,0
317590,"You draw ${card_names} from the deck (scoring cards)",Notifications,,,,,0
317568,"You draw ${card_names} from your deck",Notifications,,,,,0
320122,"You draw ${card_names} from your deck (${card_name2}'s effect)",Player,,,,,0
341677,"You draw ${card_names} from your deck and must keep 1 (${card_name2}'s effect combined with The Ouroboros, Lyra Bastion)",Resupply,,,,,0
317547,"You must select the correct number of cards to put as mana",NewDayTrait,,,,,0
317555,"You place ${card_names} as mana",Notifications,,,,,0
320421,"You put ${card_names} from your deck in Reserve (${card_name2}'s effect)",Resupply,,,,,0
327605,"Your mana cards",Cards,,,,,0
336697,"Your opponent's Spells and abilities that target me cost {1} more.",Cards,"Les Sorts et capacités d'un adversaire qui me ciblent coûtent {1} de plus.","Si los hechizos o las habilidades de un oponente me hacen objetivo, cuestan {1} más.","Le magie e le abilità dell'avversario che mi bersagliano costano {1} in più.","Die Zauber und Fähigkeiten deines Gegners, die mich zum Ziel haben, kosten {1} mehr.",1
336699,"Your opponent's Spells and abilities that target me cost {2} more.",Cards,"Les Sorts et capacités d'un adversaire qui me ciblent coûtent {2} de plus.","Si los hechizos o las habilidades de un oponente me hacen objetivo, cuestan {2} más.","Le magie e le abilità dell'avversario che mi bersagliano costano {2} in più.","Die Zauber und Fähigkeiten deines Gegners, die mich zum Ziel haben, kosten {2} mehr.",1
336701,"Your opponent's Spells and abilities that target me cost {X} more.",Cards,"Les Sorts et capacités d'un adversaire qui me ciblent coûtent {X} de plus.","Si los hechizos o las habilidades de un oponente me hacen objetivo, cuestan {X} más.","Le magie e le abilità dell'avversario che mi bersagliano costano {X} in più.","Die Zauber und Fähigkeiten deines Gegners, die mich zum Ziel haben, kosten {X} mehr.",1
343024,"Your problem is a lack of perspective.",LY_Common_PaintPrison;LY_Rare_PaintPrison,"""On dirait bien que tu n'as plus de lignes de fuite.""","Procura no perder la perspectiva.","Cerca di non perdere del tutto la prospettiva.","Versuche, die Perspektive nicht ganz zu verlieren.",1
343091,"You’re nuts if you think you can keep up with this little one!",OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr,"Il a beau être petit, mieux vaut ne pas lui chercher des noises.","¡A esta ardilla nadie la pilla!","Sei fuori di testa se credi di poter competere con questo piccoletto!","Wenn du glaubst, dass du mit diesem Kleinen mithalten kannst, hast du nicht mehr alle Nüsse im Schrank!",1
318261,Yzmir,Statistics;Notifications;Stats;Altered;stats,,,,,0
318108,"Yzmir Stargazer",YZ_Common_YzmirStargazer,"Augure Yzmir","Contemplaestrellas de Yzmir","Astronoma Yzmir",Yzmir-Astronomin,1
341682,"[Demo decks]",Gameoptions;gameoptions,,,,,0
327600,"activate {J} effect",ActivateEffect,,,,,0
331190,"activate {J} effect of ${card_name}",ActivateEffect,,,,,0
317513,altered_displayed,"Game name",,,,,0
317670,appeal,Notifications,,,,,0
317672,conservation,Notifications,,,,,0
324020,"discard to ${location} ${card}",Discard,,,,,0
331638,"loose ${resources_desc}",Loose,,,,,0
317669,money,Notifications,,,,,0
331193,"move ${card_name} to opposite expedition",MoveCard,,,,,0
331192,"move a character to opposite expedition",MoveCard,,,,,0
341679,"opposite of played card",Altered,,,,,0
343032,"put ${card} on top of it's owner deck",Discard,,,,,0
317671,reputation,Notifications,,,,,0
331976,source,Altered,,,,,0
317673,xtoken,Notifications,,,,,0
327603,{${n}},UseCounter,,,,,0
336525,"{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.)",LY_Common_Hathor,"{D} : Renvoyez une autre carte de votre Réserve dans votre main. (Défaussez-moi de la Réserve pour ça.)","{D}: Devuelve a tu mano otra carta de tu reserva. (Descártame de tu reserva para jugar esta acción).","{D} : Riprendi in mano un'altra carta dalla tua Riserva. (Scartami dalla Riserva per giocare questa azione.)","{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336505,"{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.)",MU_Common_MunaDruid;LY_Common_TheHatter,"{D} : Le Personnage ciblé de Coût de Main {3} ou moins gagne [ANCHORED]. (Défaussez-moi de la Réserve pour ça.)","{D}: Un personaje objetivo con coste desde la mano de {3} o menos gana [ANCHORED]. (Descártame de tu reserva para jugar esta acción).","{D} : Il personaggio bersaglio con costo dalla mano pari o inferiore a {3} ottiene [ANCHORED]. (Scartami dalla Riserva per giocare questa azione.)","{D} : Ein Charakter deiner Wahl mit Handkosten {3} oder weniger erhält [ANCHORED]. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336574,"{D} : The next Character you play this turn gains 1 boost. (Discard me from Reserve to do this.)",BR_Common_IssunBoshi,"{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost. (Défaussez-moi de la Réserve pour ça.)","{D}: El siguiente personaje que juegues este turno gana 1 potenciador. (Descártame de tu reserva para jugar esta acción).","{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo. (Scartami dalla Riserva per giocare questa azione.)","{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336625,"{D} : The next Permanent you play this turn costs {1} less. (Discard me from Reserve to do this.)",OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic,"{D} : Le prochain Permanent que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.)","{D}: El siguiente permanente que juegues este turno cuesta {1} menos. (Descártame de tu reserva para jugar esta acción).","{D} : Il prossimo permanente che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.)","{D} : Die nächste bleibende Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336478,"{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.)",YZ_Common_StudiousDisciple,"{D} : Le prochain Sort que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.)","{D}: El siguiente hechizo que juegues este turno cuesta {1} menos. (Descártame de tu reserva para jugar esta acción).","{D} : La prossima magia che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.)","{D} : Der nächste Zauber, den du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336467,"{D} : [AFTER_YOU]. (Discard me from Reserve to do this.)",YZ_Common_Alice;YZ_Rare_Alice,"{D} : [AFTER_YOU]. (Défaussez-moi de la Réserve pour ça.)","{D}: [AFTER_YOU]. (Descártame de tu reserva para jugar esta acción).","{D} : [AFTER_YOU]. (Scartami dalla Riserva per giocare questa azione.)","{D} : [AFTER_YOU]. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",1
336524,"{H} $[RESUPPLY].",LY_Common_Esmeralda,"{H} $[RESUPPLY].","{H} $[RESUPPLY].","{H} $[RESUPPLY].","{H} $[RESUPPLY].",1
336493,"{H} $[SABOTAGE].",YZ_Rare_ToothFairy;OD_Common_OrdisSpy;LY_Common_Tanuki;AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler,"{H} $[SABOTAGE].","{H} $[SABOTAGE].","{H} $[SABOTAGE].","{H} $[SABOTAGE].",1
340306,"{H} $[SABOTAGE].  #{R} Create an [ORDIS_RECRUIT] Soldier token in my Expedition.#",OD_Rare_OrdisSpy,"{H} $[SABOTAGE].  #{R} Créez un jeton Soldat [ORDIS_RECRUIT] dans mon Expédition.#","{H} $[SABOTAGE].  #{R} Crea 1 ficha de soldado [ORDIS_RECRUIT] en mi expedición.#","{H} $[SABOTAGE].  #{R} Crea una pedina Soldato [ORDIS_RECRUIT] nella mia spedizione.#","{H} $[SABOTAGE].  #{R}  Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in meiner Expedition.#",1
340309,"{H} $[SABOTAGE].  #{R} Roll a die. On a 4 or higher, [SABOTAGE].#",LY_Rare_Tanuki,"{H} $[SABOTAGE].  #{R} Lancez un dé. Sur 4 ou plus, [SABOTAGE].#","{H} $[SABOTAGE].  #{R} Tira un dado. Si sacas 4 o más, [SABOTAGE].#","{H} $[SABOTAGE].  #{R} Lancia un dado. Se il risultato è pari o superiore a 4, [SABOTAGE].#","{H} $[SABOTAGE].  #{R} Würfle einmal. Bei einer 4 oder höher — [SABOTAGE].#",1
336567,"{H} $[SABOTAGE].  {R} I gain 1 boost.",BR_Common_HavenBouncer,"{H} $[SABOTAGE].  {R} Je gagne 1 boost.","{H} $[SABOTAGE].  {R} Gano 1 potenciador.","{H} $[SABOTAGE].  {R} Ottengo 1 rinforzo.","{H} $[SABOTAGE].  {R} Ich erhalte 1 Verstärkung.",1
342630,"{H} Draw a card.",YZ_Common_BabaYaga;YZ_Rare_BabaYaga,"{H} Piochez une carte.","{H} Roba 1 carta.","{H} Pesca una carta.","{H} Ziehe eine Karte.",1
336501,"{H} Each player draws a card.",MU_Common_Kitsune,"{H} Chaque joueur pioche une carte.","{H} Cada jugador roba 1 carta.","{H} Ogni giocatore pesca una carta.","{H} Jeder Spieler zieht eine Karte.",1
339732,"{H} I gain #3 boosts$[BB]#.",YZ_Rare_KadigiranAlchemist,"{H} Je gagne #3 boosts$[BB]#.","{H} Gano #3 potenciadores$[BB]#.","{H} Ottengo #3 rinforzi$[BB]#.","{H} Ich erhalte #3 Verstärkungen$[BB]#.",1
336469,"{H} I gain 2 boosts$[BB].",YZ_Common_KadigiranAlchemist,"{H} Je gagne 2 boosts$[BB].","{H} Gano 2 potenciadores$[BB].","{H} Ottengo 2 rinforzi$[BB].","{H} Ich erhalte 2 Verstärkungen$[BB].",1
336635,"{H} Put a card from your hand in Reserve.",AX_Common_KelonElemental,"{H} Mettez une carte de votre main en Réserve.","{H} Coloca 1 carta de tu mano en tu reserva.","{H} Metti una carta dalla tua mano nella Riserva.","{H} Lege eine Karte aus deiner Hand in deine Reserve.",1
339742,"{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].",LY_Common_OuroborosCroupier,"{H} Lancez un dé. Sur 4 ou plus, piochez une carte. Sinon, $[RESUPPLY].","{H} Tira un dado. Si sacas 4 o más, roba 1 carta. De lo contrario, $[RESUPPLY].","{H} Lancia un dado. Se il risultato è pari o superiore a 4, pesca una carta. Altrimenti, usa $[RESUPPLY].","{H} Würfle einmal. Bei einer 4 oder höher ziehe eine Karte. Andernfalls $[RESUPPLY].",1
336500,"{H} Target opponent draws a card.",MU_Common_DaughterofYggdrasil,"{H} L'adversaire ciblé pioche une carte.","{H} Un oponente objetivo roba 1 carta.","{H} L'avversario bersaglio pesca una carta.","{H} Ein Gegner deiner Wahl zieht eine Karte.",1
336552,"{H} Up to one target Character gains $[ASLEEP].",LY_Common_TheSandman,,,,,0
336529,"{H} Up to one target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer,"{H} Jusqu'à un Personnage ciblé gagne [FLEETING_CHAR]. (S'il devait être envoyé en Réserve, défaussez-le à la place.)","{H} Hasta 1 personaje objetivo gana $[FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártalo).","{H} Fino a un personaggio bersaglio ottiene [FLEETING_CHAR]. (Se sta per finire nella Riserva, scartalo invece.)","{H} Bis zu ein Charakter deiner Wahl erhält [FLEETING_CHAR]. (Wenn er in deine Reserve geschickt werden soll, lege ihn stattdessen ab.)",1
336468,"{H} You may send target Character to Reserve.",YZ_Common_DorothyGale;BR_Rare_DorothyGale,"{H} Vous pouvez envoyer le Personnage ciblé en Réserve.","{H} Puedes enviar a tu reserva un personaje objetivo.","{H} Puoi mandare un personaggio bersaglio nella Riserva.","{H} Du darfst einen Charakter deiner Wahl in die Reserve schicken.",1
336475,"{H} Your opponent's Expedition facing mine moves backwards one region.",YZ_Common_Sakarabru;YZ_Rare_Sakarabru,"{H} L'Expédition adverse qui me fait face recule d'une région.","{H} La expedición de tu oponente enfrentada a la mía retrocede 1 región.","{H} La spedizione del tuo avversario che affronta la mia arretra di una regione.","{H} Die Expedition deines Gegners, die meiner Expedition gegenübersteht, bewegt sich eine Region zurück.",1
343142,"{J} Create a [BRASSBUG] Robot token in target Expedition.  At Noon — Create a [BRASSBUG] Robot token in target Expedition.",AX_Common_BrassbugHive,"{J} Créez un jeton Robot [BRASSBUG] dans l'Expédition ciblée.  À Midi — Créez un jeton Robot [BRASSBUG] dans l'Expédition ciblée.","{J} Crea 1 ficha de robot [BRASSBUG] en una expedición objetivo.  Al mediodía, crea 1 ficha de robot [BRASSBUG] en una expedición objetivo.","{J} Crea una pedina Robot [BRASSBUG] nella spedizione bersaglio.  A mezzogiorno — Crea una pedina Robot [BRASSBUG] nella spedizione bersaglio.","{J} Erschaffe eine [BRASSBUG]-Robotermarke in einer Expedition deiner Wahl.  Zum Mittag — Erschaffe eine [BRASSBUG]-Robotermarke in einer Expedition deiner Wahl.",1
343150,"{J} Create a [BRASSBUG] Robot token in target Expedition.  At Noon — Create a [BRASSBUG] Robot token in target Expedition.  #When a Robot joins your Expeditions — It gains 1 boost.#",AX_Rare_BrassbugHive,"{J} Créez un jeton Robot [BRASSBUG] dans l'Expédition ciblée.  À Midi — Créez un jeton Robot [BRASSBUG] dans l'Expédition ciblée.  #Lorsqu'un Robot rejoint vos Expéditions — Il gagne 1 boost.#","{J} Crea 1 ficha de robot [BRASSBUG] en una expedición objetivo.  Al mediodía, crea 1 ficha de robot [BRASSBUG] en una expedición objetivo.  #Cuando un robot se incorpore a una de tus expediciones, este gana 1 potenciador.#","{J} Crea una pedina Robot [BRASSBUG] nella spedizione bersaglio.  A mezzogiorno — Crea una pedina Robot [BRASSBUG] nella spedizione bersaglio.  #Quando un Robot si unisce alle tue spedizioni — Ottiene 1 rinforzo.#","{J} Erschaffe eine [BRASSBUG]-Robotermarke in einer Expedition deiner Wahl.  Zum Mittag — Erschaffe eine [BRASSBUG]-Robotermarke in einer Expedition deiner Wahl.  #Wenn ein Roboter einer deiner Expeditionen beitritt, erhält er 1 Verstärkung.#",1
341258,"{J} Create an [ORDIS_RECRUIT] Soldier token in your other Expedition.",OD_Common_OrdisGatekeeper,"{J} Créez un jeton Soldat [ORDIS_RECRUIT] dans votre autre Expédition.","{J} Crea 1 ficha de soldado [ORDIS_RECRUIT] en tu otra expedición.","{J} Crea una pedina Soldato [ORDIS_RECRUIT] nell'altra tua spedizione.","{J} Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in deiner anderen Expedition.",1
336531,"{J} Draw a card.  At Dusk — If you control a [FLEETING] Character, another [ANCHORED] Character and yet another [ASLEEP] Character, you win the game.",LY_Common_LyraFestival,,,,,0
336498,"{J} I gain $[ANCHORED].",MU_Common_ConiferalConeman;MU_Common_SneezerShroom;MU_Common_SpindleHarvesters;MU_Rare_ConiferalConeman,"{J} Je gagne $[ANCHORED].","{J} Gano $[ANCHORED].","{J} Ottengo $[ANCHORED].","{J} Ich erhalte $[ANCHORED].",1
343111,"{J} I gain $[ANCHORED].  #At Noon — I gain 1 boost$[BB].#",MU_Rare_SneezerShroom,"{J} Je gagne $[ANCHORED].  #À Midi — Je gagne 1 boost$[BB].#","{J} Gano $[ANCHORED].  #Al mediodía, gano 1 potenciador$[BB].#","{J} Ottengo $[ANCHORED].  #A mezzogiorno — Ottengo 1 rinforzo$[BB].#","{J} Ich erhalte $[ANCHORED].  #Zum Mittag erhalte ich 1 Verstärkung$[BB].#",1
